booking_id,guest_id,hotel_name_raw,room_type_id,check_in,check_out,nights,rate_per_night,total_revenue,satisfaction_score,booking_channel
1427,81, New York Bowery,1,2025-03-27,2025-03-29,2,102.21,204.42,4,Corporate
1428,191,London  Bankside,2,2026-03-22,2026-03-27,5,152.87,764.35,5,OTA
1429,285,rotterdam,1,2026-02-03,2026-02-06,3,130.8,392.4,,Direct
1430,327,seattle south lake union,4,2025-09-08,2025-09-15,7,97.94,685.58,2,Corporate
1431,397,copenhagen islands brygge,1,2026-03-22,2026-03-28,6,111.01,666.06,4,Direct
1432,99,Paris Gare de Lyon,2,2025-01-18,2025-01-21,3,127.63,382.89,5,Direct
1433,291,Seattle  South Lake Union,1,2025-04-03,2025-04-07,4,117.57,470.28,2,OTA
1434,334,Boston North Station,2,2026-06-11,2026-06-17,6,165.99,995.94,3,Direct
1435,2,Paris Gare De Lyon,1,2025-01-06,2025-01-09,3,130.71,392.13,3,OTA
1436,324, Amsterdam Amstel ,1,2025-12-01,2025-12-08,7,108.75,761.25,3,Direct
1437,316,paris gare de lyon,2,2025-03-05,2025-03-06,1,154.79,154.79,5,OTA
1438,106,Paris Gare De Lyon,4,2025-07-28,2025-07-30,2,100.99,201.98,3,Direct
1439,204,Copenhagen Islands Brygge,4,2025-04-18,2025-04-20,2,97.08,194.16,5,OTA
1440,116,Paris Gare de Lyon,2,2025-04-12,2025-04-18,6,153.35,920.1,4,Direct
1441,245,London  Bankside,3,2025-01-21,2025-01-25,4,206.56,826.24,5,Corporate
1442,326,Paris Gare de Lyon,1,2025-09-30,2025-10-02,2,125.18,250.36,5,Direct
1443,304,london bankside,4,2025-09-10,2025-09-15,5,98.8,494.0,5,OTA
1444,357,copenhagen islands brygge,4,2026-01-29,2026-02-05,7,118.56,829.92,4,Direct
1445,167,paris gare de lyon,2,2025-10-07,2025-10-13,6,160.49,962.94,5,OTA
1446,138,AMSTERDAM AMSTEL,4,2025-05-27,2025-06-03,7,101.58,711.06,5,Direct
1447,12,copenhagen islands brygge,1,2026-04-14,2026-04-17,3,119.81,359.43,5,Direct
1448,259, New York Bowery,3,2025-04-26,2025-04-30,4,191.95,767.8,4,OTA
1449,150,london bankside,1,2025-09-29,2025-10-02,3,132.65,397.95,3,Direct
1450,17,Paris Gare de Lyon,2,2026-02-13,2026-02-15,2,127.27,254.54,3,Direct
1451,274,paris gare de lyon,3,2026-01-03,2026-01-08,5,186.84,934.2,3,OTA
1452,248, Amsterdam Amstel ,3,2025-08-31,2025-09-05,5,205.91,1029.55,4,Direct
1453,77,New York Bowery,4,2026-01-15,2026-01-16,1,93.59,93.59,2,Direct
1454,105,ROTTERDAM ,1,2026-01-02,2026-01-06,4,122.43,489.72,3,OTA
1455,230,boston north station,1,2026-05-30,2026-06-06,7,129.54,906.78,4,OTA
1456,58,Amsterdam Amstel,2,2026-03-14,2026-03-17,3,131.93,395.79,5,Corporate
1457,248,AMSTERDAM AMSTEL,3,2025-12-18,2025-12-22,4,240.34,961.36,4,Direct
1458,166,Paris Gare de Lyon,3,2026-03-23,2026-03-30,7,193.95,1357.65,4,OTA
1459,121, Amsterdam Amstel ,2,2025-10-29,2025-11-02,4,139.48,557.92,2,Corporate
1460,306,rotterdam,2,2026-03-24,2026-03-27,3,172.25,516.75,3,Direct
1461,148,London Bankside,3,2025-12-23,2025-12-25,2,223.13,446.26,,OTA
1462,35,Paris Gare de Lyon,4,2025-08-31,2025-09-07,7,109.57,766.99,4,Corporate
1463,178, New York Bowery,3,2025-11-25,2025-11-30,5,183.78,918.9,4,Corporate
1464,208,Rotterdam,1,2026-05-30,2026-06-02,3,124.91,374.73,5,Direct
1465,158, Amsterdam Amstel ,1,2025-09-22,2025-09-26,4,109.84,439.36,4,Corporate
1466,271,boston north station,3,2025-04-25,2025-05-02,7,204.97,1434.79,5,OTA
1467,309,boston north station,2,2025-02-07,2025-02-10,3,153.49,460.47,3,OTA
1468,103,London  Bankside,2,2026-06-18,2026-06-23,5,148.85,744.25,5,OTA
1469,90,london bankside,4,2026-05-02,2026-05-01,-1,92.49,-92.49,4,Direct
1470,339,copenhagen islands brygge,2,2025-12-02,2025-12-08,6,170.26,1021.56,5,OTA
1471,352,rotterdam,4,2025-07-12,2025-07-15,3,100.0,300.0,5,Direct
1472,159,Copenhagen Islands Brygge,2,2025-08-03,2025-08-10,7,157.77,1104.39,2,Direct
1473,313,Rotterdam,1,2025-02-07,2025-02-08,1,124.07,124.07,3,OTA
1474,49,Rotterdam,1,2026-02-24,2026-03-02,6,137.54,825.24,5,OTA
1475,299,boston north station,3,2026-03-25,2026-03-27,2,236.39,472.78,5,OTA
1476,380,Paris Gare De Lyon,1,2025-02-22,2025-02-24,2,117.33,234.66,3,Direct
1477,328,Boston North Station,4,2025-03-25,2025-03-29,4,97.97,391.88,5,Corporate
1478,106,london bankside,4,2026-05-24,2026-05-31,7,105.38,737.66,3,OTA
1479,271,amsterdam amstel,3,2026-03-21,2026-03-28,7,228.72,1601.04,5,Direct
1480,6,ROTTERDAM ,1,2025-06-20,2025-06-27,7,118.51,829.57,4,Direct
1481,192,New York Bowery,1,2025-11-17,2025-11-23,6,130.84,785.04,5,Direct
1482,65,Rotterdam,4,2025-01-21,2025-01-27,6,90.13,540.78,,OTA
1483,69,seattle south lake union,3,2025-12-24,2025-12-25,1,202.35,202.35,3,OTA
1484,146,London Bankside,3,2025-03-04,2025-03-06,2,224.13,448.26,4,OTA
1485,72,copenhagen islands brygge,4,2025-03-22,2025-03-24,2,104.87,209.74,3,OTA
1486,321,Amsterdam Amstel,3,2025-11-26,2025-12-03,7,233.72,1636.04,4,Corporate
1487,334,New York Bowery,3,2026-01-31,2026-02-07,7,214.31,1500.17,4,Direct
1488,202,Boston North Station,1,2025-05-18,2025-05-25,7,108.56,759.92,,OTA
1489,210,copenhagen islands brygge,1,2025-12-18,2025-12-20,2,120.83,241.66,5,Direct
1490,357,London  Bankside,4,2025-11-28,2025-12-04,6,98.22,589.32,5,Corporate
1491,20,Rotterdam,2,2025-01-02,2025-01-04,2,137.0,274.0,5,Direct
1492,325,london bankside,3,2025-10-05,2025-10-09,4,227.18,908.72,4,Direct
1493,254,AMSTERDAM AMSTEL,4,2025-09-24,2025-09-30,6,120.36,722.16,5,OTA
1494,392,boston north station,3,2025-11-24,2025-12-01,7,178.56,1249.92,4,Direct
1495,233,Seattle South Lake Union,3,2025-07-21,2025-07-22,1,202.22,202.22,3,Direct
1496,104,Boston North Station,3,2025-08-02,2025-08-07,5,209.62,1048.1,5,Direct
1497,114,ROTTERDAM ,2,2025-08-08,2025-08-12,4,151.5,1090.8,4,Direct
1498,99,london bankside,4,2025-01-24,2025-01-26,2,100.54,201.08,4,Corporate
1499,44,Paris Gare de Lyon,1,2025-12-31,2026-01-04,4,98.42,393.68,,Direct
1500,290,Boston North Station,2,2025-06-13,2025-06-16,3,168.51,505.53,,Direct
1501,325,Boston North Station,2,2025-05-28,2025-06-04,7,178.04,1246.28,3,Direct
1502,94,Copenhagen Islands Brygge,2,2026-01-18,2026-01-19,1,171.91,171.91,4,Corporate
1503,215,New York Bowery,1,2025-04-21,2025-04-26,5,100.35,501.75,2,Direct
1504,244,New York Bowery,1,2025-06-02,2025-06-07,5,128.38,641.9,4,Direct
1505,213,new york bowery,2,2025-03-13,2025-03-18,5,147.86,739.3,,Direct
1506,31,Rotterdam,1,2026-05-22,2026-05-24,2,139.75,279.5,,Direct
1507,98,Seattle South Lake Union,1,2026-04-08,2026-04-10,2,102.86,205.72,2,OTA
1508,200,London  Bankside,4,2025-05-26,2025-05-28,2,116.06,232.12,5,Direct
1509,86,London  Bankside,1,2026-05-01,2026-04-30,-1,111.46,-111.46,4,Corporate
1510,185,Paris Gare de Lyon,2,2025-04-06,2025-04-12,6,133.11,798.66,5,OTA
1511,157, Amsterdam Amstel ,4,2026-05-01,2026-05-03,2,86.36,172.72,2,Corporate
1512,241,New York Bowery,4,2025-03-22,2025-03-28,6,116.6,699.6,5,OTA
1513,184,ROTTERDAM ,3,2025-04-25,2025-04-29,4,178.1,712.4,4,OTA
1514,221,London Bankside,4,2025-10-20,2025-10-26,6,105.86,635.16,5,OTA
1515,238,Paris Gare de Lyon,4,2025-03-02,2025-03-03,1,95.73,95.73,5,OTA
1516,57,London  Bankside,1,2026-05-18,2026-05-21,3,122.83,368.49,,Direct
1517,312,new york bowery,2,2025-07-22,2025-07-29,7,137.91,965.37,3,Direct
1518,61,amsterdam amstel,2,2026-06-25,2026-06-29,4,149.1,596.4,5,OTA
1519,381,Seattle  South Lake Union,2,2025-01-15,2025-01-18,3,125.18,375.54,,Direct
1520,150,Copenhagen Islands Brygge,4,2026-04-10,2026-04-12,2,108.76,108.76,4,Direct
1521,197,Amsterdam Amstel,2,2025-08-29,2025-08-31,2,136.31,272.62,3,OTA
1522,5,AMSTERDAM AMSTEL,3,2025-11-04,2025-11-09,5,241.99,1209.95,3,Corporate
1523,12,Amsterdam Amstel,3,2025-08-13,2025-08-15,2,237.41,474.82,3,Direct
1524,48,london bankside,3,2025-09-23,2025-09-26,3,227.5,682.5,5,Direct
1525,36,Boston North Station,3,2025-07-28,2025-07-31,3,191.1,573.3,5,OTA
1526,298,boston north station,3,2026-02-19,2026-02-23,4,224.24,896.96,3,Direct
1527,260,London  Bankside,2,2025-05-22,2025-05-28,6,149.94,899.64,5,OTA
1528,18,Copenhagen Islands Brygge,3,2026-05-28,2026-05-29,1,222.18,222.18,5,Corporate
1529,160,new york bowery,2,2025-08-16,2025-08-19,3,126.07,378.21,4,OTA
1530,282,Rotterdam,1,2026-03-05,2026-03-06,1,132.38,132.38,4,Corporate
1531,17,Copenhagen Islands Brygge,1,2026-04-21,2026-04-26,5,100.51,502.55,,OTA
1532,45,paris gare de lyon,1,2025-04-02,2025-04-08,6,137.66,825.96,4,Direct
1533,16,London Bankside,3,2026-06-30,2026-07-06,6,207.73,1246.38,4,Corporate
1534,336, Amsterdam Amstel ,2,2025-05-28,2025-06-01,4,137.26,549.04,2,Direct
1535,122,london bankside,1,2026-01-10,2026-01-14,4,132.92,531.68,5,OTA
1536,216,ROTTERDAM ,1,2026-05-18,2026-05-22,4,105.21,420.84,4,OTA
1537,232,paris gare de lyon,1,2026-06-06,2026-06-10,4,128.78,515.12,4,Direct
1538,40,paris gare de lyon,4,2026-02-23,2026-03-02,7,104.9,734.3,5,Direct
1539,186,amsterdam amstel,1,2025-02-07,2025-02-11,4,102.85,411.4,3,Corporate
1540,161,Paris Gare de Lyon,3,2025-08-03,2025-08-06,3,224.99,674.97,2,Direct
1541,222,ROTTERDAM ,3,2025-12-31,2026-01-02,2,213.56,427.12,2,Corporate
1542,52,London Bankside,4,2025-07-20,2025-07-25,5,105.69,528.45,5,Direct
1543,347,new york bowery,3,2026-05-28,2026-06-04,7,231.06,1617.42,3,OTA
1544,208,AMSTERDAM AMSTEL,3,2025-01-19,2025-01-22,3,231.83,695.49,4,Corporate
1545,372,Boston North Station,2,2025-09-11,2025-09-18,7,164.48,1151.36,3,OTA
1546,374,London  Bankside,4,2025-02-24,2025-02-25,1,87.87,87.87,4,OTA
1547,46,Amsterdam Amstel,3,2025-02-03,2025-02-04,1,239.58,239.58,4,Direct
1548,285,Seattle  South Lake Union,4,2025-02-16,2025-02-23,7,119.12,833.84,4,Corporate
1549,51, Amsterdam Amstel ,3,2026-04-23,2026-04-30,7,235.67,1649.69,4,Direct
1550,85,ROTTERDAM ,1,2025-01-24,2025-01-28,4,122.43,489.72,5,Direct
1551,390,Seattle  South Lake Union,1,2025-08-21,2025-08-25,4,116.22,464.88,3,Direct
1552,67,Seattle South Lake Union,2,2026-01-29,2026-02-01,3,168.18,504.54,5,OTA
1553,4,Copenhagen Islands Brygge,2,2025-10-21,2025-10-26,5,165.29,826.45,4,OTA
1554,132,Paris Gare De Lyon,3,2025-07-18,2025-07-25,7,186.22,1303.54,4,Direct
1555,309,AMSTERDAM AMSTEL,4,2025-12-27,2026-01-03,7,100.64,704.48,2,Corporate
1556,296,London Bankside,3,2025-05-26,2025-05-27,1,225.73,225.73,5,Direct
1557,112,Seattle South Lake Union,2,2026-01-08,2026-01-09,1,178.2,178.2,5,OTA
1558,384, New York Bowery,1,2025-08-16,2025-08-21,5,121.72,608.6,4,Direct
1559,218,London  Bankside,1,2025-01-16,2025-01-19,3,100.14,300.42,4,Corporate
1560,207,copenhagen islands brygge,2,2025-08-25,2025-08-31,6,159.26,955.56,5,Direct
1560,207,copenhagen islands brygge,2,2025-08-25,2025-08-31,6,159.26,955.56,5,Direct
1561,390,Amsterdam Amstel,3,2026-05-26,2026-05-30,4,245.22,980.88,2,Direct
1562,173, New York Bowery,3,2025-04-24,2025-04-26,2,175.87,351.74,5,Direct
1563,255,ROTTERDAM ,1,2025-12-16,2025-12-19,3,114.51,343.53,5,OTA
1564,197, New York Bowery,1,2025-06-07,2025-06-10,3,117.07,351.21,4,Direct
1565,19,Seattle South Lake Union,3,2025-03-08,2025-03-12,4,204.93,819.72,3,Corporate
1566,273,boston north station,2,2026-05-08,2026-05-14,6,137.14,822.84,5,OTA
1567,152,paris gare de lyon,1,2025-11-05,2025-11-10,5,128.87,644.35,,OTA
1568,351,boston north station,4,2025-06-01,2025-06-05,4,105.12,420.48,5,Direct
1569,335,AMSTERDAM AMSTEL,4,2025-07-31,2025-08-02,2,88.07,176.14,3,OTA
1570,214,copenhagen islands brygge,2,2026-01-02,2026-01-07,5,174.76,873.8,3,OTA
1571,265, Amsterdam Amstel ,4,2025-08-28,2025-08-30,2,98.22,196.44,3,Corporate
1572,103,paris gare de lyon,4,2025-03-27,2025-03-30,3,102.58,307.74,5,Corporate
1573,257,AMSTERDAM AMSTEL,4,2026-05-27,2026-06-02,6,95.18,571.08,4,Direct
1574,93,Boston North Station,4,2025-08-04,2025-08-11,7,117.32,821.24,3,OTA
1575,53,paris gare de lyon,1,2025-03-18,2025-03-25,7,114.28,799.96,2,Direct
1576,400,Paris Gare de Lyon,3,2025-06-11,2025-06-16,5,198.22,991.1,3,OTA
1577,54,Rotterdam,4,2025-01-09,2025-01-11,2,116.15,232.3,4,OTA
1578,137,Amsterdam Amstel,2,2026-02-12,2026-02-15,3,129.41,388.23,5,Direct
1579,42,amsterdam amstel,4,2025-07-18,2025-07-22,4,86.99,347.96,5,Corporate
1580,212,New York Bowery,4,2025-07-07,2025-07-10,3,99.82,299.46,4,Direct
1581,222,boston north station,2,2025-01-06,2025-01-11,5,156.39,781.95,4,OTA
1582,358,Rotterdam,2,2025-08-19,2025-08-21,2,133.89,267.78,4,Direct
1583,114,london bankside,3,2025-02-18,2025-02-21,3,212.68,638.04,4,Direct
1584,233,Rotterdam,2,2025-11-08,2025-11-11,3,157.8,473.4,,Direct
1585,2,copenhagen islands brygge,4,2026-05-23,2026-05-26,3,117.67,353.01,5,Direct
1586,24,Paris Gare De Lyon,2,2025-07-10,2025-07-17,7,145.75,1020.25,5,OTA
1587,278,boston north station,1,2025-08-19,2025-08-21,2,113.29,226.58,3,OTA
1588,79,London Bankside,3,2025-12-06,2025-12-09,3,174.59,523.77,3,Corporate
1589,208,amsterdam amstel,3,2025-08-02,2025-08-07,5,228.75,1143.75,4,OTA
1590,219,Paris Gare De Lyon,2,2025-01-08,2025-01-15,7,144.38,1010.66,3,OTA
1591,47,boston north station,2,2025-02-28,2025-03-04,4,166.88,667.52,4,Direct
1592,102,seattle south lake union,1,2026-05-08,2026-05-12,4,114.31,457.24,5,OTA
1593,290,Boston North Station,2,2026-04-04,2026-04-07,3,169.4,508.2,4,Direct
1594,191,london bankside,2,2026-02-15,2026-02-17,2,172.64,345.28,4,OTA
1595,197,copenhagen islands brygge,1,2025-05-26,2025-06-01,6,125.17,751.02,,OTA
1596,71,boston north station,3,2025-03-04,2025-03-06,2,178.11,356.22,3,Corporate
1596,71,boston north station,3,2025-03-04,2025-03-06,2,178.11,356.22,3,Corporate
1597,108,london bankside,2,2025-04-13,2025-04-18,5,141.75,708.75,5,Direct
1598,72,Seattle  South Lake Union,3,2026-04-23,2026-04-28,5,198.4,992.0,4,Direct
1599,131, New York Bowery,3,2025-04-23,2025-04-28,5,240.23,2162.07,,Direct
1600,121,New York Bowery,2,2026-03-17,2026-03-20,3,173.62,520.86,4,OTA
1601,30,copenhagen islands brygge,3,2026-05-31,2026-06-07,7,225.68,1579.76,3,Corporate
1602,208,Seattle South Lake Union,2,2025-01-19,2025-01-25,6,147.22,883.32,4,OTA
1603,192,ROTTERDAM ,1,2026-02-06,2026-02-08,2,105.63,211.26,5,OTA
1604,388,Copenhagen Islands Brygge,3,2026-04-03,2026-04-05,2,184.37,368.74,4,Direct
1605,126,Paris Gare de Lyon,3,2025-03-31,2025-04-03,3,183.33,275.0,2,Direct
1606,1,copenhagen islands brygge,3,2025-12-17,2025-12-24,7,242.89,1700.23,3,Direct
1607,368,Amsterdam Amstel,2,2025-03-18,2025-03-19,1,129.79,129.79,4,OTA
1608,153,Paris Gare de Lyon,4,2025-04-06,2025-04-07,1,93.94,93.94,5,Direct
1609,249,paris gare de lyon,1,2025-11-25,2025-11-29,4,102.94,411.76,2,Direct
1610,201,Copenhagen Islands Brygge,3,2025-08-12,2025-08-18,6,241.12,2604.1,3,OTA
1611,218,london bankside,2,2025-08-17,2025-08-23,6,179.76,1078.56,2,OTA
1612,154,london bankside,2,2025-07-24,2025-07-30,6,144.5,867.0,5,OTA
1613,338,seattle south lake union,4,2026-06-20,2026-06-23,3,101.47,304.41,5,OTA
1614,320,Boston North Station,1,2025-10-12,2025-10-16,4,118.74,474.96,4,Direct
1615,318,london bankside,2,2025-06-26,2025-06-29,3,127.39,382.17,3,Corporate
1616,394,Boston North Station,4,2025-06-22,2025-06-24,2,101.78,203.56,3,Direct
1617,390,Seattle  South Lake Union,1,2025-06-19,2025-06-22,3,131.79,395.37,3,OTA
1618,353, Amsterdam Amstel ,4,2025-06-27,2025-06-29,2,113.39,226.78,5,Direct
1619,173, New York Bowery,3,2026-05-09,2026-05-15,6,183.28,1099.68,5,OTA
1620,245,amsterdam amstel,1,2025-09-26,2025-10-02,6,111.39,668.34,2,Corporate
1621,109,boston north station,4,2025-02-22,2025-02-26,4,88.63,354.52,4,Corporate
1622,348,Seattle South Lake Union,4,2025-08-28,2025-09-01,4,116.25,465.0,4,Corporate
1623,191,London  Bankside,1,2025-03-03,2025-03-05,2,138.41,276.82,,OTA
1624,333,AMSTERDAM AMSTEL,4,2025-01-21,2025-01-24,3,99.31,297.93,,Direct
1625,137,new york bowery,4,2026-06-06,2026-06-08,2,100.56,201.12,,Direct
1626,70,London  Bankside,2,2025-07-07,2025-07-11,4,172.78,691.12,5,OTA
1627,332,Seattle  South Lake Union,4,2025-12-03,2025-12-05,2,98.02,196.04,5,OTA
1628,349,new york bowery,2,2026-06-12,2026-06-18,6,172.24,1033.44,,Corporate
1629,344,Rotterdam,3,2025-05-22,2025-05-24,2,222.6,445.2,3,Direct
1630,16,copenhagen islands brygge,4,2026-02-05,2026-02-07,2,87.83,175.66,4,Direct
1631,316,Paris Gare De Lyon,1,2025-06-13,2025-06-17,4,104.81,419.24,3,OTA
1632,4,Seattle  South Lake Union,4,2025-11-12,2025-11-17,5,100.9,504.5,5,OTA
1633,346,New York Bowery,2,2025-12-01,2025-12-04,3,160.67,482.01,4,OTA
1634,14,copenhagen islands brygge,4,2025-07-03,2025-07-04,1,116.64,116.64,5,OTA
1635,288,Boston North Station,3,2025-09-09,2025-09-16,7,181.19,1268.33,4,OTA
1636,3,Seattle  South Lake Union,4,2026-01-21,2026-01-27,6,93.93,563.58,3,Direct
1637,335,Boston North Station,1,2025-12-03,2025-12-04,1,117.67,117.67,,OTA
1638,22,copenhagen islands brygge,4,2025-02-19,2025-02-21,2,109.41,218.82,4,Direct
1639,213,Paris Gare De Lyon,2,2025-10-31,2025-11-07,7,154.38,1080.66,5,Direct
1640,95,ROTTERDAM ,4,2025-10-10,2025-10-11,1,106.01,106.01,4,Direct
1641,208,paris gare de lyon,4,2025-05-16,2025-05-17,1,105.65,105.65,3,Direct
1642,100,paris gare de lyon,3,2025-10-15,2025-10-18,3,230.81,692.43,4,Corporate
1643,42,Seattle South Lake Union,2,2025-01-12,2025-01-18,6,170.16,1020.96,4,Corporate
1644,80,Amsterdam Amstel,2,2026-04-15,2026-04-18,3,135.25,405.75,5,Direct
1645,1,copenhagen islands brygge,2,2025-10-28,2025-10-30,2,132.49,264.98,,Corporate
1646,257,copenhagen islands brygge,1,2026-06-30,2026-07-07,7,114.11,798.77,5,Direct
1647,61,Boston North Station,3,2026-04-08,2026-04-12,4,198.03,792.12,2,OTA
1648,20,new york bowery,4,2026-02-17,2026-02-24,7,114.97,804.79,2,Direct
1649,342,boston north station,2,2025-05-19,2025-05-25,6,139.37,836.22,2,Direct
1650,197,Paris Gare de Lyon,4,2026-02-12,2026-02-13,1,121.55,121.55,2,Corporate
1651,378,Paris Gare De Lyon,2,2025-08-09,2025-08-12,3,165.96,497.88,2,Direct
1652,96,Seattle  South Lake Union,3,2026-03-21,2026-03-22,1,188.78,188.78,5,Corporate
1653,168,New York Bowery,2,2026-06-25,2026-07-01,6,167.6,1005.6,4,Direct
1653,168,New York Bowery,2,2026-06-25,2026-07-01,6,167.6,1005.6,4,Direct
1654,153,london bankside,1,2026-04-23,2026-04-27,4,125.0,500.0,4,Corporate
1655,146,New York Bowery,1,2025-08-11,2025-08-14,3,107.0,321.0,5,OTA
1656,330,AMSTERDAM AMSTEL,3,2026-01-28,2026-01-31,3,229.51,688.53,4,Direct
1657,266,Paris Gare de Lyon,2,2025-08-28,2025-08-31,3,126.82,380.46,2,Direct
1658,65,boston north station,1,2026-01-14,2026-01-18,4,136.44,545.76,4,Direct
1659,52,copenhagen islands brygge,4,2025-12-08,2025-12-12,4,114.55,458.2,5,Direct
1660,132,boston north station,1,2025-06-17,2025-06-20,3,101.26,303.78,4,Direct
1660,132,boston north station,1,2025-06-17,2025-06-20,3,101.26,303.78,4,Direct
1661,254,seattle south lake union,2,2025-06-23,2025-06-24,1,179.07,179.07,2,OTA
1662,76,Paris Gare de Lyon,3,2025-03-14,2025-03-19,5,206.71,1033.55,5,OTA
1663,230,boston north station,3,2025-01-01,2025-01-08,7,202.7,1418.9,3,OTA
1664,3,Rotterdam,4,2026-02-28,2026-03-03,3,114.27,342.81,5,OTA
1665,248,Rotterdam,2,2025-06-20,2025-06-27,7,144.4,1010.8,2,Corporate
1666,182,London  Bankside,1,2025-12-19,2025-12-22,3,101.55,304.65,4,Direct
1667,128,copenhagen islands brygge,1,2026-02-12,2026-02-13,1,133.91,241.04,5,Direct
1668,61,rotterdam,3,2025-01-19,2025-01-26,7,239.89,1679.23,4,OTA
1669,196, New York Bowery,4,2025-06-14,2025-06-21,7,113.29,793.03,4,OTA
1670,338,Boston North Station,4,2025-01-13,2025-01-15,2,91.48,182.96,4,Direct
1671,105,Copenhagen Islands Brygge,2,2025-12-17,2025-12-23,6,136.22,817.32,5,Direct
1672,250,AMSTERDAM AMSTEL,1,2026-06-02,2026-06-08,6,122.45,734.7,5,Direct
1673,359,London  Bankside,1,2025-10-16,2025-10-23,7,102.11,714.77,4,Direct
1674,142,ROTTERDAM ,3,2025-02-18,2025-02-21,3,200.29,600.87,4,Direct
1675,345,Seattle  South Lake Union,2,2025-05-31,2025-06-01,1,158.49,158.49,5,Corporate
1676,246,boston north station,1,2026-06-29,2026-07-05,6,131.78,790.68,3,Direct
1677,294,London  Bankside,3,2025-09-07,2025-09-12,5,236.36,1181.8,2,OTA
1678,168,Paris Gare de Lyon,4,2025-01-03,2025-01-06,3,86.02,258.06,4,Corporate
1679,285,rotterdam,4,2025-01-07,2025-01-09,2,105.14,210.28,5,Direct
1680,5,new york bowery,3,2025-02-15,2025-02-17,2,237.16,474.32,2,Direct
1681,111,London Bankside,1,2025-05-02,2025-05-04,2,130.4,260.8,4,Direct
1682,353,Rotterdam,2,2026-04-17,2026-04-24,7,151.09,1057.63,3,OTA
1683,22,paris gare de lyon,1,2026-03-17,2026-03-18,1,140.26,140.26,5,Corporate
1684,23,Boston North Station,3,2025-10-20,2025-10-26,6,215.84,1295.04,4,Direct
1685,368,Amsterdam Amstel,4,2025-12-23,2025-12-29,6,93.53,561.18,5,Direct
1686,306,Paris Gare de Lyon,3,2025-06-02,2025-06-03,1,207.53,207.53,2,OTA
1687,216,Copenhagen Islands Brygge,2,2025-11-14,2025-11-19,5,149.99,749.95,4,Direct
1688,33,new york bowery,3,2026-06-01,2026-06-04,3,198.41,595.23,5,OTA
1689,255,london bankside,1,2025-11-20,2025-11-24,4,121.06,484.24,4,Corporate
1690,303,New York Bowery,3,2025-11-11,2025-11-15,4,174.38,697.52,5,Corporate
1691,240,ROTTERDAM ,1,2025-11-23,2025-11-29,6,123.07,738.42,3,OTA
1692,298,boston north station,2,2026-03-16,2026-03-19,3,131.94,395.82,4,Direct
1693,281,seattle south lake union,1,2026-01-19,2026-01-25,6,131.76,790.56,5,Direct
1694,329,New York Bowery,1,2025-07-10,2025-07-12,2,113.79,227.58,3,OTA
1695,350,Seattle South Lake Union,2,2025-08-04,2025-08-09,5,147.61,738.05,4,OTA
1696,236,paris gare de lyon,4,2025-07-11,2025-07-14,3,103.49,310.47,4,OTA
1697,70,Paris Gare de Lyon,2,2025-07-06,2025-07-07,1,139.08,139.08,4,OTA
1698,143,Paris Gare De Lyon,3,2025-05-22,2025-05-24,2,207.5,415.0,3,OTA
1698,143,Paris Gare De Lyon,3,2025-05-22,2025-05-24,2,207.5,415.0,3,OTA
1699,165,seattle south lake union,1,2025-12-03,2025-12-10,7,113.02,791.14,5,Direct
1700,283,London Bankside,2,2025-05-08,2025-05-07,-1,168.95,-168.95,3,OTA
1701,66,Copenhagen Islands Brygge,4,2026-04-06,2026-04-10,4,93.24,372.96,3,Direct
1702,374,copenhagen islands brygge,4,2025-01-29,2025-02-05,7,93.38,653.66,3,Direct
1703,320,Rotterdam,3,2025-05-19,2025-05-25,6,225.13,1350.78,5,Corporate
1704,139,paris gare de lyon,1,2026-03-21,2026-03-25,4,114.09,456.36,5,Corporate
1705,82,AMSTERDAM AMSTEL,1,2025-02-10,2025-02-12,2,106.42,212.84,4,Direct
1706,374,boston north station,1,2025-10-17,2025-10-22,5,111.84,559.2,3,OTA
1707,295,Seattle  South Lake Union,3,2025-03-21,2025-03-24,3,223.48,670.44,4,Direct
1708,214,New York Bowery,4,2025-10-31,2025-11-02,2,113.82,227.64,5,Direct
1709,281,Paris Gare De Lyon,1,2025-04-17,2025-04-20,3,122.62,367.86,,Direct
1710,380,seattle south lake union,2,2025-05-21,2025-05-23,2,179.15,358.3,5,Corporate
1711,204,paris gare de lyon,4,2026-06-01,2026-06-07,6,117.7,706.2,3,OTA
1712,169,Seattle South Lake Union,3,2025-03-11,2025-03-15,4,199.16,796.64,3,Corporate
1713,157,rotterdam,4,2025-10-05,2025-10-09,4,111.32,445.28,5,OTA
1714,348,Copenhagen Islands Brygge,2,2025-01-04,2025-01-11,7,176.16,1233.12,2,Direct
1715,214,amsterdam amstel,1,2026-01-29,2026-02-02,4,102.41,409.64,4,OTA
1716,256,boston north station,4,2025-11-27,2025-11-30,3,99.12,297.36,4,OTA
1717,3,copenhagen islands brygge,1,2025-02-23,2025-02-27,4,112.82,451.28,2,OTA
1718,37, Amsterdam Amstel ,4,2026-01-27,2026-01-30,3,89.55,268.65,5,Corporate
1719,3,seattle south lake union,2,2025-07-26,2025-07-28,2,175.82,351.64,5,OTA
1720,374,Seattle South Lake Union,1,2026-04-09,2026-04-10,1,115.9,115.9,5,Corporate
1721,330, New York Bowery,4,2025-03-04,2025-03-06,2,111.86,223.72,3,OTA
